5.1,3.25,2.35619
5.05,3.3,2.35619
5,3.35,2.35619
4.95,3.4,2.35619
4.9,3.45,2.35619
4.85,3.5,2.35619
4.8,3.55,2.35619
4.75,3.6,2.35619
4.7,3.65,3.14159
4.65,3.65,2.35619
4.6,3.7,2.35619
4.55,3.75,2.35619
4.5,3.8,2.35619
4.45,3.85,2.35619
4.4,3.9,3.14159
4.35,3.9,3.14159
4.3,3.9,3.14159
4.25,3.9,3.14159
4.2,3.9,2.35619
4.15,3.95,-2.35619
4.1,3.9,3.14159
4.05,3.9,3.14159
4,3.9,2.35619
3.95,3.95,-2.35619
3.9,3.9,3.14159
3.85,3.9,3.14159
3.8,3.9,3.14159
3.75,3.9,3.14159
3.7,3.9,2.35619
3.65,3.95,2.35619
3.6,4,-2.35619
3.55,3.95,-2.35619
3.5,3.9,2.35619
3.45,3.95,-2.35619
3.4,3.9,2.35619
3.35,3.95,2.35619
3.3,4,3.14159
3.25,4,2.35619
3.2,4.05,3.14159
3.15,4.05,3.14159
3.1,4.05,-2.35619
3.05,4,3.14159
3,4,-2.35619
2.95,3.95,3.14159
2.9,3.95,-2.35619
2.85,3.9,3.14159
2.8,3.9,3.14159
2.75,3.9,3.14159
2.7,3.9,3.14159
2.65,3.9,3.14159
2.6,3.9,3.14159
2.55,3.9,3.14159
2.5,3.9,3.14159
2.45,3.9,3.14159
2.4,3.9,3.14159
2.35,3.9,3.14159
2.3,3.9,2.35619
2.25,3.95,-2.35619
2.2,3.9,3.14159
2.15,3.9,2.35619
2.1,3.95,-2.35619
2.05,3.9,3.14159
2,3.9,3.14159
1.95,3.9,2.35619
1.9,3.95,-2.35619
1.85,3.9,3.14159
1.8,3.9,3.14159
1.75,3.9,3.14159
1.7,3.9,2.35619
1.65,3.95,-2.35619
1.6,3.9,3.14159
1.55,3.9,2.35619
1.5,3.95,-2.35619
1.45,3.9,3.14159
1.4,3.9,3.14159
1.35,3.9,2.35619
1.3,3.95,-2.35619
1.25,3.9,3.14159
1.2,3.9,3.14159
1.15,3.9,3.14159
1.1,3.9,2.35619
1.05,3.95,2.35619
1,4,-1.81577
