5.1,3.65,2.35619
5.05,3.7,2.35619
5,3.75,2.35619
4.95,3.8,2.35619
4.9,3.85,2.35619
4.85,3.9,2.35619
4.8,3.95,2.35619
4.75,4,2.35619
4.7,4.05,3.14159
4.65,4.05,2.35619
4.6,4.1,2.35619
4.55,4.15,2.35619
4.5,4.2,2.35619
4.45,4.25,2.35619
4.4,4.3,2.35619
4.35,4.35,2.35619
4.3,4.4,2.35619
4.25,4.45,2.35619
4.2,4.5,2.35619
4.15,4.55,2.35619
4.1,4.6,2.35619
4.05,4.65,2.35619
4,4.7,2.35619
3.95,4.75,2.35619
3.9,4.8,2.35619
3.85,4.85,2.35619
3.8,4.9,3.14159
3.75,4.9,3.14159
3.7,4.9,3.14159
3.65,4.9,3.14159
3.6,4.9,3.14159
3.55,4.9,3.14159
3.5,4.9,3.14159
3.45,4.9,2.35619
3.4,4.95,-2.35619
3.35,4.9,3.14159
3.3,4.9,3.14159
3.25,4.9,2.35619
3.2,4.95,-2.35619
3.15,4.9,3.14159
3.1,4.9,2.35619
3.05,4.95,-2.35619
3,4.9,3.14159
2.95,4.9,3.14159
2.9,4.9,2.35619
2.85,4.95,-2.35619
2.8,4.9,3.14159
2.75,4.9,3.14159
2.7,4.9,3.14159
2.65,4.9,3.14159
2.6,4.9,2.35619
2.55,4.95,-2.35619
2.5,4.9,3.14159
2.45,4.9,2.35619
2.4,4.95,-2.35619
2.35,4.9,3.14159
2.3,4.9,3.14159
2.25,4.9,2.35619
2.2,4.95,-2.35619
2.15,4.9,3.14159
2.1,4.9,3.14159
2.05,4.9,3.14159
2,4.9,2.35619
1.95,4.95,-2.35619
1.9,4.9,3.14159
1.85,4.9,2.35619
1.8,4.95,-2.35619
1.75,4.9,3.14159
1.7,4.9,3.14159
1.65,4.9,2.35619
1.6,4.95,-2.35619
1.55,4.9,3.14159
1.5,4.9,3.14159
1.45,4.9,3.14159
1.4,4.9,3.14159
1.35,4.9,2.35619
1.3,4.95,-2.35619
1.25,4.9,3.14159
1.2,4.9,2.35619
1.15,4.95,-2.35619
1.1,4.9,2.35619
1.05,4.95,2.35619
1,5,-1.76819
