2.55,4.95,-0.785398
2.6,4.9,-0.785398
2.65,4.85,-0.785398
2.7,4.8,-0.785398
2.75,4.75,-0.785398
2.8,4.7,-0.785398
2.85,4.65,-0.785398
2.9,4.6,-0.785398
2.95,4.55,-0.785398
3,4.5,-0.785398
3.05,4.45,-0.785398
3.1,4.4,-0.785398
3.15,4.35,-0.785398
3.2,4.3,-0.785398
3.25,4.25,-0.785398
3.3,4.2,-0.785398
3.35,4.15,-0.785398
3.4,4.1,-0.785398
3.45,4.05,-0.785398
3.5,4,-0.785398
3.55,3.95,-0.785398
3.6,3.9,0
3.65,3.9,-0.785398
3.7,3.85,-0.785398
3.75,3.8,-0.785398
3.8,3.75,-0.785398
3.85,3.7,-0.785398
3.9,3.65,-0.785398
3.95,3.6,-0.785398
4,3.55,-0.785398
4.05,3.5,0
4.1,3.5,0
4.15,3.5,0
4.2,3.5,0
4.25,3.5,0
4.3,3.5,0
4.35,3.5,0
4.4,3.5,0
4.45,3.5,0
4.5,3.5,0
4.55,3.5,0.785398
4.6,3.55,-0.785398
4.65,3.5,0
4.7,3.5,0
4.75,3.5,0.785398
4.8,3.55,-0.785398
4.85,3.5,0
4.9,3.5,0
4.95,3.5,0
5,3.5,0
5.05,3.5,0.785398
5.1,3.55,0.785398
5.15,3.6,-2.53152
