2.55,3.05,0.785398
2.6,3.1,0
2.65,3.1,0
2.7,3.1,0
2.75,3.1,0
2.8,3.1,0
2.85,3.1,0.785398
2.9,3.15,0.785398
2.95,3.2,0.785398
3,3.25,-0.785398
3.05,3.2,0.785398
3.1,3.25,-0.785398
3.15,3.2,-0.785398
3.2,3.15,-0.785398
3.25,3.1,0.785398
3.3,3.15,0.785398
3.35,3.2,0.785398
3.4,3.25,0.785398
3.45,3.3,-0.785398
3.5,3.25,-0.785398
3.55,3.2,0.785398
3.6,3.25,-0.785398
3.65,3.2,0.785398
3.7,3.25,-0.785398
3.75,3.2,-0.785398
3.8,3.15,-0.785398
3.85,3.1,0
3.9,3.1,0
3.95,3.1,0
4,3.1,0
4.05,3.1,0
4.1,3.1,0.785398
4.15,3.15,-0.785398
4.2,3.1,0
4.25,3.1,0
4.3,3.1,0.785398
4.35,3.15,-0.785398
4.4,3.1,0.785398
4.45,3.15,0.785398
4.5,3.2,-0.785398
4.55,3.15,-0.785398
4.6,3.1,0
4.65,3.1,0
4.7,3.1,0.785398
4.75,3.15,0
4.8,3.15,0.785398
4.85,3.2,0
4.9,3.2,0.785398
4.95,3.25,0.785398
5,3.3,0
5.05,3.3,-0.785398
5.1,3.25,-0.785398
5.15,3.2,-2.58562
